id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,taxon_genus_name,taxon_species_name
4212225,2016-08-14,31.5091766667,-110.8019216667,Santa Cruz,Arizona,United States,Anthanassa texana,Texan Crescent,Nymphalidae,Anthanassa,Anthanassa texana
4213282,2016-09-25,32.2813690531,-110.7302533132,Pima,Arizona,United States,Asterocampa leilia,Empress Leilia,Nymphalidae,Asterocampa,Asterocampa leilia
4219220,2009-07-20,31.5477428603,-109.8342219159,Cochise,Arizona,United States,Papilio pallas,Broad-banded Swallowtail,Papilionidae,Papilio,Papilio pallas
4219948,2006-07-20,31.5390827908,-110.7558614016,Santa Cruz,Arizona,United States,Staphylus ceos,Golden-headed Scallopwing,Hesperiidae,Staphylus,Staphylus ceos
4220783,2016-08-14,31.467088,-110.991584,Santa Cruz,Arizona,United States,Brephidium exilis,Western Pygmy-Blue,Lycaenidae,Brephidium,Brephidium exilis
4220785,2016-08-14,31.46688,-110.991339,Santa Cruz,Arizona,United States,Staphylus ceos,Golden-headed Scallopwing,Hesperiidae,Staphylus,Staphylus ceos
4221225,2016-09-27,33.9035533333,-111.82805,Maricopa,Arizona,United States,Euptoieta claudia,Variegated Fritillary,Nymphalidae,Euptoieta,Euptoieta claudia
4221231,2016-09-27,33.9031966667,-111.8343533333,Maricopa,Arizona,United States,Asterocampa celtis,Hackberry Emperor,Nymphalidae,Asterocampa,Asterocampa celtis
4221233,2016-09-27,33.9030366667,-111.834325,Maricopa,Arizona,United States,Euphydryas chalcedona,Variable Checkerspot,Nymphalidae,Euphydryas,Euphydryas chalcedona
4227924,2016-09-28,32.24312,-111.16738,Pima,Arizona,United States,Phoebis sennae,Cloudless Sulphur,Pieridae,Phoebis,Phoebis sennae
4227927,2016-09-28,32.2433883333,-111.1674716667,Pima,Arizona,United States,Abaeis nicippe,Sleepy Orange,Pieridae,Abaeis,Abaeis nicippe
4227930,2016-09-28,32.2433883333,-111.1674716667,Pima,Arizona,United States,Erynnis funeralis,Funereal Duskywing,Hesperiidae,Erynnis,Erynnis funeralis
4227935,2016-09-28,32.2433966667,-111.1675033333,Pima,Arizona,United States,Danaus gilippus,Queen,Nymphalidae,Danaus,Danaus gilippus
4227938,2016-09-25,34.0623278094,-112.1587930432,Yavapai,Arizona,United States,Asterocampa leilia,Empress Leilia,Nymphalidae,Asterocampa,Asterocampa leilia
4227949,2016-09-28,32.2433133333,-111.1675033333,Pima,Arizona,United States,Battus philenor,Pipevine Swallowtail,Papilionidae,Battus,Battus philenor
