id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,taxon_subfamily_name,taxon_tribe_name,taxon_genus_name,taxon_species_name
5426121,2012-06-02,40.365994,-74.614527,Middlesex,New Jersey,United States,Cupido comyntas,Eastern Tailed-Blue,Lycaenidae,Polyommatinae,Polyommatini,Cupido,Cupido comyntas
5426319,2010-09-11,40.439663,-74.275474,Middlesex,New Jersey,United States,Limenitis arthemis astyanax,Red-spotted Purple,Nymphalidae,Limenitidinae,Limenitidini,Limenitis,Limenitis arthemis
5426553,2010-09-15,40.500873,-74.423317,Middlesex,New Jersey,United States,Danaus plexippus,Monarch,Nymphalidae,Danainae,Danaini,Danaus,Danaus plexippus
5426929,2016-11-18,20.243564,105.72884,Ninh Bình old,Ð?ng B?ng Sông H?ng,Vietnam,Jamides celeno,Common Caerulean,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides celeno
5427078,2012-08-25,40.845956,-74.378857,Morris,New Jersey,United States,Danaus plexippus,Monarch,Nymphalidae,Danainae,Danaini,Danaus,Danaus plexippus
5441708,2011-04-09,-27.540088,153.087487,,Queensland,Australia,Delias nigrina,Black Jezebel,Pieridae,Pierinae,Pierini,Delias,Delias nigrina
5474941,1998-07-17,48.77143,22.54193,,,Ukraine,Argynnis aglaja,Dark Green Fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis aglaja
5475319,2008-07-30,48.44445,23.09134,,,Ukraine,Argynnis aglaja,Dark Green Fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis aglaja
5475354,2009-07-01,48.97317,22.65303,,,Ukraine,Argynnis aglaja,Dark Green Fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis aglaja
5486581,2000-07-07,48.97317,22.65303,,,Ukraine,Argynnis niobe,Niobe fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis niobe
5486881,2009-07-01,48.96803,22.67963,,,Ukraine,Argynnis niobe,Niobe fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis niobe
5487235,2009-07-01,48.97317,22.65303,,,Ukraine,Argynnis niobe,Niobe fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis niobe
5500684,2017-03-29,40.500817,-74.438167,Middlesex,New Jersey,United States,Nymphalis antiopa,Mourning Cloak,Nymphalidae,Nymphalinae,Nymphalini,Nymphalis,Nymphalis antiopa
5509435,2016-09-04,23.4664694444,-104.3692944444,,Durango,Mexico,Chlosyne lacinia,Bordered Patch,Nymphalidae,Nymphalinae,Melitaeini,Chlosyne,Chlosyne lacinia
5532487,2017-02-05,-3.295485,36.904417,Arumeru,,Tanzania,Junonia oenone,Blue Pansy,Nymphalidae,Nymphalinae,Junoniini,Junonia,Junonia oenone
5620057,2010-03-26,33.8165184169,-118.0727158164,Los Angeles,California,United States,Nymphalis antiopa,Mourning Cloak,Nymphalidae,Nymphalinae,Nymphalini,Nymphalis,Nymphalis antiopa
5620058,2011-04-11,33.5675845815,-117.817420172,Orange,California,United States,Anthocharis sara,Sara Orangetip,Pieridae,Pierinae,Anthocharidini,Anthocharis,Anthocharis sara
5620059,2010-05-23,33.5675845815,-117.817420172,Orange,California,United States,Coenonympha tullia,Common Ringlet,Nymphalidae,Satyrinae,Satyrini,Coenonympha,Coenonympha tullia
5620060,2010-06-01,33.5675845815,-117.817420172,Orange,California,United States,Brephidium exilis,Western Pygmy-Blue,Lycaenidae,Polyommatinae,Polyommatini,Brephidium,Brephidium exilis
5620062,2009-06-28,33.8069738618,-118.0865478542,Los Angeles,California,United States,Leptotes marina,Marine Blue,Lycaenidae,Polyommatinae,Polyommatini,Leptotes,Leptotes marina
5620063,2010-01-22,33.9586446917,-118.0662720652,Los Angeles,California,United States,Strymon melinus,Gray Hairstreak,Lycaenidae,Theclinae,Eumaeini,Strymon,Strymon melinus
5620064,2009-05-04,33.8069738618,-118.0865478542,Los Angeles,California,United States,Nymphalis antiopa,Mourning Cloak,Nymphalidae,Nymphalinae,Nymphalini,Nymphalis,Nymphalis antiopa
5620065,2009-06-24,33.8069738618,-118.0865478542,Los Angeles,California,United States,Papilio rutulus,Western Tiger Swallowtail,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio rutulus
5620066,2010-01-03,33.8657270239,-118.0861253256,Los Angeles,California,United States,Pieris rapae,Cabbage White,Pieridae,Pierinae,Pierini,Pieris,Pieris rapae
5620068,2011-06-09,33.8069738618,-118.0865478542,Los Angeles,California,United States,Papilio rutulus,Western Tiger Swallowtail,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio rutulus
5620069,2009-03-04,33.8069738618,-118.0865478542,Los Angeles,California,United States,Vanessa annabella,West Coast Lady,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa annabella
5620070,2009-06-16,33.802807325,-118.0851445807,Los Angeles,California,United States,Vanessa atalanta,Red Admiral,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa atalanta
5620071,2009-03-18,33.9602027349,-118.1090080477,Los Angeles,California,United States,Vanessa cardui,Painted Lady,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa cardui
5672615,2013-07-13,48.82814,22.68701,,,Ukraine,Argynnis laodice,Pallas's Fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis laodice
5948151,2017-04-22,33.006553,-87.634549,Tuscaloosa,Alabama,United States,Chlosyne nycteis,Silvery Checkerspot,Nymphalidae,Nymphalinae,Melitaeini,Chlosyne,Chlosyne nycteis
5948183,2017-04-22,33.006553,-87.634549,Tuscaloosa,Alabama,United States,Pompeius verna,Little Glassywing,Hesperiidae,Hesperiinae,Hesperiini,Pompeius,Pompeius verna
6159061,2016-02-02,-28.809514,153.295656,Lismore - Pt A,New South Wales,Australia,Mynes geoffroyi,Jezebel Nymph,Nymphalidae,Nymphalinae,Nymphalini,Mynes,Mynes geoffroyi
6167980,2017-04-29,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Limenitis arthemis astyanax,Red-spotted Purple,Nymphalidae,Limenitidinae,Limenitidini,Limenitis,Limenitis arthemis
6187899,2017-05-02,40.335618,-75.16689,Bucks,Pennsylvania,United States,Phyciodes tharos,Pearl Crescent,Nymphalidae,Nymphalinae,Melitaeini,Phyciodes,Phyciodes tharos
6205466,2017-05-01,39.305678,-75.098022,Cumberland,New Jersey,United States,Calycopis cecrops,Red-banded Hairstreak,Lycaenidae,Theclinae,Eumaeini,Calycopis,Calycopis cecrops
6228693,2017-05-01,39.304101,-75.0977,Cumberland,New Jersey,United States,Junonia coenia,Common Buckeye,Nymphalidae,Nymphalinae,Junoniini,Junonia,Junonia coenia
6245482,2017-02-25,25.9562839663,-100.4523522607,,Nuevo León,Mexico,Battus philenor,Pipevine Swallowtail,Papilionidae,Papilioninae,Troidini,Battus,Battus philenor
6255294,2017-04-16,34.730556,-119.973333,Santa Barbara,California,United States,Satyrium saepium,Hedgerow Hairstreak,Lycaenidae,Theclinae,Eumaeini,Satyrium,Satyrium saepium
6268230,2017-03-25,34.171944,-116.228889,San Bernardino,California,United States,Brephidium exilis,Western Pygmy-Blue,Lycaenidae,Polyommatinae,Polyommatini,Brephidium,Brephidium exilis
6271225,2016-12-09,23.6077884,87.4486308,,West Bengal,India,Neopithecops zalmora,Quaker,Lycaenidae,Polyommatinae,Polyommatini,Neopithecops,Neopithecops zalmora
6271272,2016-09-17,23.5204443,87.3119227,,West Bengal,India,Zizeeria karsandra,Dark Grass Blue,Lycaenidae,Polyommatinae,Polyommatini,Zizeeria,Zizeeria karsandra
6271286,2017-02-18,23.5204443,87.3119227,,West Bengal,India,Euchrysops cnejus,Gram Blue,Lycaenidae,Polyommatinae,Polyommatini,Euchrysops,Euchrysops cnejus
6271302,2017-01-20,23.6077884,87.4486308,,West Bengal,India,Freyeria putli,Jewelled Grass-blue,Lycaenidae,Polyommatinae,Polyommatini,Freyeria,Freyeria putli
6271321,2016-09-25,23.570138,87.3093789,,West Bengal,India,Chilades lajus lajus,,Lycaenidae,Polyommatinae,Polyommatini,Chilades,Chilades lajus
6271340,2016-12-09,23.6077884,87.4486308,,West Bengal,India,Arhopala atrax,,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala atrax
6271365,2017-01-30,23.6077884,87.4486308,,West Bengal,India,Amblypodia anita,Purple Leaf Blue,Lycaenidae,Theclinae,Amblypodiini,Amblypodia,Amblypodia anita
6271397,2016-10-26,23.570138,87.3093789,,West Bengal,India,Curetis thetis,Indian Sunbeam,Lycaenidae,Curetinae,,Curetis,Curetis thetis
6271452,2017-05-17,23.5884383333,87.3393966667,,West Bengal,India,Cigaritis vulcanus,Common Silverline,Lycaenidae,Aphnaeinae,,Cigaritis,Cigaritis vulcanus
6271494,2017-02-04,23.6077884,87.4486308,,West Bengal,India,Prosotas dubiosa,Tailless Line Blue,Lycaenidae,Polyommatinae,Polyommatini,Prosotas,Prosotas dubiosa
6339546,2017-05-13,34.500944,-85.625445,De Kalb,Alabama,United States,Papilio troilus,Spicebush Swallowtail,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio troilus
6340193,2017-04-02,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Callophrys niphon,Eastern Pine Elfin,Lycaenidae,Theclinae,Eumaeini,Callophrys,Callophrys niphon
6354683,2016-09-14,23.6176353,87.2398899,,West Bengal,India,Zizina otis,Lesser Grass Blue,Lycaenidae,Polyommatinae,Polyommatini,Zizina,Zizina otis
6354690,2017-02-18,23.570138,87.3093789,,West Bengal,India,Zizula hylax,Tiny Grass Blue,Lycaenidae,Polyommatinae,Polyommatini,Zizula,Zizula hylax
6354703,2017-01-30,23.6077884,87.4486308,,West Bengal,India,Castalius rosimon,common Pierrot,Lycaenidae,Polyommatinae,Polyommatini,Castalius,Castalius rosimon
6355313,2016-12-20,23.570138,87.3093789,,West Bengal,India,Tarucus nara,Striped Pierrot,Lycaenidae,Polyommatinae,Polyommatini,Tarucus,Tarucus nara
6355345,2017-04-24,23.5952233333,87.4261116667,,West Bengal,India,Leptotes plinius,Zebra Blue,Lycaenidae,Polyommatinae,Polyommatini,Leptotes,Leptotes plinius
6355448,2016-09-26,23.5204443,87.3119227,,West Bengal,India,Acraea terpsicore,Tawny Coster,Nymphalidae,Heliconiinae,Acraeini,Acraea,Acraea terpsicore
6355480,2017-01-18,23.5204443,87.3119227,,West Bengal,India,Junonia almana almana,,Nymphalidae,Nymphalinae,Junoniini,Junonia,Junonia almana
6355540,2016-09-29,23.5204443,87.3119227,,West Bengal,India,Junonia atlites atlites,Grey Pansy,Nymphalidae,Nymphalinae,Junoniini,Junonia,Junonia atlites
6356902,2016-12-09,23.6077884,87.4486308,,West Bengal,India,Junonia iphita iphita,,Nymphalidae,Nymphalinae,Junoniini,Junonia,Junonia iphita
6356922,2016-10-24,23.6176353,87.2398899,,West Bengal,India,Junonia orithya,Blue Argus,Nymphalidae,Nymphalinae,Junoniini,Junonia,Junonia orithya
6357199,2016-06-17,23.5204443,87.3119227,,West Bengal,India,Junonia hierta,Yellow Pansy,Nymphalidae,Nymphalinae,Junoniini,Junonia,Junonia hierta
6357304,2016-10-14,22.5867597,88.4149401,,West Bengal,India,Tirumala limniace,Blue Tiger,Nymphalidae,Danainae,Danaini,Tirumala,Tirumala limniace
6357528,2016-12-09,23.6077884,87.4486308,,West Bengal,India,Neptis jumbah,Chestnut-streaked Sailer,Nymphalidae,Limenitidinae,Neptini,Neptis,Neptis jumbah
6357586,2017-03-23,23.5204443,87.3119227,,West Bengal,India,Euthalia aconthea,Common Baron,Nymphalidae,Limenitidinae,Adoliadini,Euthalia,Euthalia aconthea
6357870,2017-05-09,23.65357,87.2864266667,,West Bengal,India,Hypolimnas bolina,Great Eggfly,Nymphalidae,Nymphalinae,Junoniini,Hypolimnas,Hypolimnas bolina
6357920,2016-10-24,23.5204443,87.3119227,,West Bengal,India,Hypolimnas bolina,Great Eggfly,Nymphalidae,Nymphalinae,Junoniini,Hypolimnas,Hypolimnas bolina
6369303,2016-09-21,23.5204443,87.3119227,,West Bengal,India,Melanitis leda,Common Evening Brown,Nymphalidae,Satyrinae,Melanitini,Melanitis,Melanitis leda
6382213,2017-05-24,40.301261,-75.035773,Bucks,Pennsylvania,United States,Pieris rapae,Cabbage White,Pieridae,Pierinae,Pierini,Pieris,Pieris rapae
6445296,2017-02-14,23.5204443,87.3119227,,West Bengal,India,Euploea core,Common Crow Butterfly,Nymphalidae,Danainae,Danaini,Euploea,Euploea core
6445585,2016-09-26,23.5204443,87.3119227,,West Bengal,India,Mycalesis mineus polydecta,Dakhan Dark-branded Bushbrown,Nymphalidae,Satyrinae,Elymniini,Mycalesis,Mycalesis mineus
6453470,2017-05-26,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Papilio troilus,Spicebush Swallowtail,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio troilus
6453478,2017-05-26,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Danaus plexippus,Monarch,Nymphalidae,Danainae,Danaini,Danaus,Danaus plexippus
6456854,2017-04-09,22.5888633333,88.4149816667,,West Bengal,India,Danaus genutia genutia,Common Tiger,Nymphalidae,Danainae,Danaini,Danaus,Danaus genutia
6456976,2017-04-09,22.5888666667,88.415255,,West Bengal,India,Lampides boeticus,Pea Blue,Lycaenidae,Polyommatinae,Polyommatini,Lampides,Lampides boeticus
6463615,2017-05-29,34.7037584856,-119.8468014177,Santa Barbara,California,United States,Euphilotes bernardino,Bernardino Blue,Lycaenidae,Polyommatinae,Polyommatini,Euphilotes,Euphilotes bernardino
6463639,2017-05-29,34.7840246327,-119.9850851463,Santa Barbara,California,United States,Euphilotes bernardino,Bernardino Blue,Lycaenidae,Polyommatinae,Polyommatini,Euphilotes,Euphilotes bernardino
6464840,2016-05-28,34.690556,-119.303889,Ventura,California,United States,Satyrium behrii,Behr's Hairstreak,Lycaenidae,Theclinae,Eumaeini,Satyrium,Satyrium behrii
6465594,2016-11-07,23.6176353,87.2398899,,West Bengal,India,Ixias pyrene,Yellow Orange Tip,Pieridae,Pierinae,Pierini,Ixias,Ixias pyrene
6465608,2016-10-24,23.5204443,87.3119227,,West Bengal,India,Leptosia nina,Psyche,Pieridae,Pierinae,Anthocharidini,Leptosia,Leptosia nina
6467971,2016-09-26,23.5666908,87.3034771,,West Bengal,India,Catopsilia pyranthe,Mottled Emigrant,Pieridae,Coliadinae,,Catopsilia,Catopsilia pyranthe
6468070,2016-10-12,23.570138,87.3093789,,West Bengal,India,Papilio demoleus demoleus,lemon swallowtail,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio demoleus
6468091,2016-10-23,23.570138,87.3093789,,West Bengal,India,Pareronia hippia,Indian Wanderer,Pieridae,Pierinae,Colotini,Pareronia,Pareronia hippia
6468119,2017-01-01,23.6077884,87.4486308,,West Bengal,India,Delias eucharis,Common Jezebel,Pieridae,Pierinae,Pierini,Delias,Delias eucharis
6468195,2016-11-08,23.570138,87.3093789,,West Bengal,India,Papilio polytes romulus,Indian Common Mormon Swallowtail,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio polytes
6468238,2016-12-05,23.5204443,87.3119227,,West Bengal,India,Castalius rosimon,common Pierrot,Lycaenidae,Polyommatinae,Polyommatini,Castalius,Castalius rosimon
6468254,2016-10-24,23.6176353,87.2398899,,West Bengal,India,Cepora nerissa,Common Gull,Pieridae,Pierinae,Pierini,Cepora,Cepora nerissa
6468350,2017-02-14,23.5616716,87.4021565,,West Bengal,India,Eurema hecabe hecabe,,Pieridae,Coliadinae,,Eurema,Eurema hecabe
6468400,2016-10-23,23.570138,87.3093789,,West Bengal,India,Appias olferna,Striped Albatross,Pieridae,Pierinae,Pierini,Appias,Appias olferna
6481150,2016-09-15,23.5385043,87.3072046,,West Bengal,India,Ampittia dioscorides,Common Bush Hopper,Hesperiidae,Hesperiinae,Aeromachini,Ampittia,Ampittia dioscorides
6481182,2017-02-14,23.5616716,87.4021565,,West Bengal,India,Spialia galba,Indian Skipper,Hesperiidae,Pyrginae,Carcharodini,Spialia,Spialia galba
6481211,2016-12-09,23.6077884,87.4486308,,West Bengal,India,Pelopidas agna,Little Branded Swift,Hesperiidae,Hesperiinae,Baorini,Pelopidas,Pelopidas agna
6507797,2016-11-07,23.5204443,87.3119227,,West Bengal,India,Ariadne merione,Common Castor Butterfly,Nymphalidae,Biblidinae,Biblidini,Ariadne,Ariadne merione
6507971,2016-10-31,23.5204443,87.3119227,,West Bengal,India,Pelopidas mathias,Small Branded Swift,Hesperiidae,Hesperiinae,Baorini,Pelopidas,Pelopidas mathias
6534065,2016-10-07,23.5666908,87.3034771,,West Bengal,India,Borbo cinnara,Formosan Swift,Hesperiidae,Hesperiinae,Baorini,Borbo,Borbo cinnara
6534104,2016-10-17,23.570138,87.3093789,,West Bengal,India,Pelopidas agna,Little Branded Swift,Hesperiidae,Hesperiinae,Baorini,Pelopidas,Pelopidas agna
6534410,2016-11-24,23.6176353,87.2398899,,West Bengal,India,Pareronia hippia,Indian Wanderer,Pieridae,Pierinae,Colotini,Pareronia,Pareronia hippia
6549600,2016-08-01,23.5204443,87.3119227,,West Bengal,India,Appias olferna,Striped Albatross,Pieridae,Pierinae,Pierini,Appias,Appias olferna
6559724,2016-08-01,23.5204443,87.3119227,,West Bengal,India,Appias libythea olferna,Striped Albatross,Pieridae,Pierinae,Pierini,Appias,Appias libythea
6572587,2017-06-09,40.302769,-75.03903,Bucks,Pennsylvania,United States,Boloria bellona,Meadow Fritillary,Nymphalidae,Heliconiinae,Argynnini,Boloria,Boloria bellona
6576354,2017-03-14,26.7607492,89.5591963,,West Bengal,India,Jamides alecto,Metallic Caerulean,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides alecto
6592062,2017-03-14,26.7607492,89.5591963,,West Bengal,India,Sarangesa dasahara,Common Small Flat,Hesperiidae,Pyrginae,Celaenorrhinini,Sarangesa,Sarangesa dasahara
6606530,2017-06-10,23.58858,87.33366,,West Bengal,India,Taractrocera maevius,Common Grass-dart,Hesperiidae,Hesperiinae,Taractrocerini,Taractrocera,Taractrocera maevius
6624204,2017-03-13,26.7607492,89.5591963,,West Bengal,India,Graphium agamemnon,Tailed Jay,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium agamemnon
6717068,2017-03-13,26.6994152,89.6100832,,West Bengal,India,Graphium xenocles,Great Zebra,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium xenocles
6766564,2017-06-02,40.646445,-120.2610133333,Lassen,California,United States,Satyrium behrii,Behr's Hairstreak,Lycaenidae,Theclinae,Eumaeini,Satyrium,Satyrium behrii
6767110,2017-05-29,45.735275,-111.7943583333,Madison,Montana,United States,Coenonympha tullia ochracea,Ochre Ringlet,Nymphalidae,Satyrinae,Satyrini,Coenonympha,Coenonympha tullia
6846830,2017-06-29,-12.86498,-38.3952783333,Salvador,Bahia,Brazil,Colobura dirce,Dirce Beauty,Nymphalidae,Nymphalinae,Nymphalini,Colobura,Colobura dirce
6915503,2017-05-25,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Erynnis horatius,Horace's Duskywing,Hesperiidae,Pyrginae,Erynnini,Erynnis,Erynnis horatius
6915530,2017-05-25,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Hylephila phyleus,Fiery Skipper,Hesperiidae,Hesperiinae,Hesperiini,Hylephila,Hylephila phyleus
6915586,2017-05-25,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Vanessa virginiensis,American Lady,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa virginiensis
6995150,2017-07-06,43.0766746444,-5.8374997203,,Principado de Asturias,Spain,Parnassius apollo,Apollo,Papilionidae,Parnassiinae,Parnassiini,Parnassius,Parnassius apollo
6995818,2017-04-04,43.2558451621,-5.8004152973,,Principado de Asturias,Spain,Vanessa atalanta,Red Admiral,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa atalanta
6995850,2017-04-04,43.2762203849,-5.8564624651,,Principado de Asturias,Spain,Vanessa atalanta,Red Admiral,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa atalanta
6995851,2017-04-04,43.2742505805,-5.8464431818,,Principado de Asturias,Spain,Vanessa atalanta,Red Admiral,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa atalanta
6995880,2017-05-08,43.3264145315,-5.9017663753,,Principado de Asturias,Spain,Melitaea parthenoides,European Meadow Fritillary,Nymphalidae,Nymphalinae,Melitaeini,Melitaea,Melitaea parthenoides
6995893,2017-04-05,43.6004799412,-5.9333880037,,Principado de Asturias,Spain,Papilio machaon,Old World Swallowtail,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio machaon
7014966,2017-07-11,43.3293431534,-5.8769881725,,Principado de Asturias,Spain,Limenitis camilla,Eurasian White Admiral,Nymphalidae,Limenitidinae,Limenitidini,Limenitis,Limenitis camilla
7143342,2017-07-21,43.3418509274,-5.9151944235,,Principado de Asturias,Spain,Melanargia galathea,Marbled White,Nymphalidae,Satyrinae,Satyrini,Melanargia,Melanargia galathea
7171442,2017-07-22,40.286975,-74.976542,Bucks,Pennsylvania,United States,Polites peckius,Peck's Skipper,Hesperiidae,Hesperiinae,Hesperiini,Polites,Polites peckius
7219903,2017-07-23,23.5891533333,87.3353133333,,West Bengal,India,Suastus gremius,Indian Palm Bob,Hesperiidae,Hesperiinae,,Suastus,Suastus gremius
7237908,2017-07-22,40.287137,-74.976861,Bucks,Pennsylvania,United States,Atalopedes campestris,Sachem,Hesperiidae,Hesperiinae,Hesperiini,Atalopedes,Atalopedes campestris
7280098,2013-06-06,40.515275,-74.440194,Middlesex,New Jersey,United States,Celastrina neglecta,Summer Azure,Lycaenidae,Polyommatinae,Polyommatini,Celastrina,Celastrina neglecta
7280420,2013-06-06,40.516368,-74.436696,Middlesex,New Jersey,United States,Pieris rapae,Cabbage White,Pieridae,Pierinae,Pierini,Pieris,Pieris rapae
7280895,2013-06-06,40.517404,-74.443048,Middlesex,New Jersey,United States,Megisto cymela,Little Wood Satyr,Nymphalidae,Satyrinae,Satyrini,Megisto,Megisto cymela
7348376,2017-07-30,23.57011,87.30908,,West Bengal,India,Elymnias hypermnestra,Common Palmfly,Nymphalidae,Satyrinae,Elymniini,Elymnias,Elymnias hypermnestra
7348745,2017-07-30,23.569695,87.3097716667,,West Bengal,India,Graphium doson,Common Jay,Papilionidae,Papilioninae,Leptocircini,Graphium,Graphium doson
7397886,2017-07-02,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Poanes zabulon,Zabulon Skipper,Hesperiidae,Hesperiinae,Hesperiini,Poanes,Poanes zabulon
7397946,2017-06-02,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Euphyes vestris,Dun Skipper,Hesperiidae,Hesperiinae,Hesperiini,Euphyes,Euphyes vestris
7397955,2017-07-02,33.334841,-87.793647,Tuscaloosa,Alabama,United States,Lerema accius,Clouded Skipper,Hesperiidae,Hesperiinae,Moncini,Lerema,Lerema accius
7407608,2017-08-08,,,,,,Argynnis aglaja,Dark Green Fritillary,Nymphalidae,Heliconiinae,Argynnini,Argynnis,Argynnis aglaja
7459374,2017-08-10,40.46547,-75.229557,Bucks,Pennsylvania,United States,Poanes zabulon,Zabulon Skipper,Hesperiidae,Hesperiinae,Hesperiini,Poanes,Poanes zabulon
7474273,2017-08-12,40.301719,-75.035687,Bucks,Pennsylvania,United States,Epargyreus clarus,Silver-spotted Skipper,Hesperiidae,Eudaminae,,Epargyreus,Epargyreus clarus
7492997,2017-08-10,34.35,-85.08,Floyd,Georgia,United States,Limenitis arthemis astyanax,Red-spotted Purple,Nymphalidae,Limenitidinae,Limenitidini,Limenitis,Limenitis arthemis
7501165,2017-08-13,35.403563,-80.883092,Mecklenburg,North Carolina,United States,Asterocampa clyton clyton,,Nymphalidae,Apaturinae,,Asterocampa,Asterocampa clyton
7501169,2017-08-13,35.403563,-80.883092,Mecklenburg,North Carolina,United States,Asterocampa celtis,Hackberry Emperor,Nymphalidae,Apaturinae,,Asterocampa,Asterocampa celtis
7501171,2017-08-13,35.403563,-80.883092,Mecklenburg,North Carolina,United States,Poanes zabulon,Zabulon Skipper,Hesperiidae,Hesperiinae,Hesperiini,Poanes,Poanes zabulon
7501175,2017-08-12,35.453952,-80.773164,Mecklenburg,North Carolina,United States,Lethe creola,Creole Pearly-eye,Nymphalidae,Satyrinae,Elymniini,Lethe,Lethe creola
7501177,2017-08-12,35.453952,-80.773164,Mecklenburg,North Carolina,United States,Abaeis nicippe,Sleepy Orange,Pieridae,Coliadinae,,Abaeis,Abaeis nicippe
7501180,2017-08-12,35.453952,-80.773164,Mecklenburg,North Carolina,United States,Lethe appalachia,Appalachian Brown,Nymphalidae,Satyrinae,Elymniini,Lethe,Lethe appalachia
7501187,2017-08-12,35.453952,-80.773164,Mecklenburg,North Carolina,United States,Panoquina ocola,Ocola Skipper,Hesperiidae,Hesperiinae,Calpodini,Panoquina,Panoquina ocola
7501189,2017-08-12,35.453952,-80.773164,Mecklenburg,North Carolina,United States,Ancyloxypha numitor,Least Skipper,Hesperiidae,Hesperiinae,Thymelicini,Ancyloxypha,Ancyloxypha numitor
7501193,2017-06-23,35.034019,-80.943037,York,South Carolina,United States,Problema byssus,Byssus Skipper,Hesperiidae,Hesperiinae,Hesperiini,Problema,Problema byssus
7501207,2017-06-03,34.999291,-79.511942,Scotland,North Carolina,United States,Thorybes bathyllus,Southern Cloudywing,Hesperiidae,Eudaminae,,Thorybes,Thorybes bathyllus
7501209,2017-06-02,35.1751839705,-79.2556616981,Moore,North Carolina,United States,Satyrium edwardsii,Edwards' Hairstreak,Lycaenidae,Theclinae,Eumaeini,Satyrium,Satyrium edwardsii
7501213,2017-06-02,35.110823207,-79.2920260781,Moore,North Carolina,United States,Satyrium edwardsii,Edwards' Hairstreak,Lycaenidae,Theclinae,Eumaeini,Satyrium,Satyrium edwardsii
7530816,2017-01-22,-25.381486448,-56.9829940796,,Cordillera,Paraguay,Dynamine postverta,Four-spotted Sailor,Nymphalidae,Biblidinae,Eubagini,Dynamine,Dynamine postverta
7543572,2017-08-17,23.569925,87.3092316667,,West Bengal,India,Anthene lycaenina,Pointed Ciliate Blue,Lycaenidae,Polyommatinae,Lycaenesthini,Anthene,Anthene lycaenina
7543692,2017-08-17,23.5696033333,87.3098016667,,West Bengal,India,Curetis thetis,Indian Sunbeam,Lycaenidae,Curetinae,,Curetis,Curetis thetis
7572670,2017-08-19,39.871383,-75.679321,Chester,Pennsylvania,United States,Vanessa cardui,Painted Lady,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa cardui
7574135,2017-08-17,40.882198,-76.793665,Northumberland,Pennsylvania,United States,Asterocampa celtis,Hackberry Emperor,Nymphalidae,Apaturinae,,Asterocampa,Asterocampa celtis
7584152,2017-08-19,39.871433,-75.679256,Chester,Pennsylvania,United States,Atalopedes campestris,Sachem,Hesperiidae,Hesperiinae,Hesperiini,Atalopedes,Atalopedes campestris
7591345,2007-05-18,-20.5971156212,-40.4159545898,Guarapari,Espírito Santo,Brazil,Leptotes cassius,Cassius Blue,Lycaenidae,Polyommatinae,Polyommatini,Leptotes,Leptotes cassius
7591389,2007-05-26,-20.5971156212,-40.4159545898,Guarapari,Espírito Santo,Brazil,Melinaea ludovica paraiya,,Nymphalidae,Danainae,Ithomiini,Melinaea,Melinaea ludovica
7591439,2007-05-18,-20.5971156212,-40.4159545898,Guarapari,Espírito Santo,Brazil,Menander menander,,Riodinidae,Riodininae,Nymphidiini,Menander,Menander menander
